tweet_id,favorite_count,retweet_count,followers_count,friends_count,retweeted_status,url,text,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,year,month,day
889665388333682689,48177,10151,6831327,103,Original tweet,https://t.co/BxvuXk0UCm,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13.0,10.0,None,False,False,False,True,2017,7,25
889638837579907072,27205,4584,6831327,103,Original tweet,https://t.co/f8dEDcrKSR,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12.0,10.0,Ted,False,False,False,False,2017,7,25
889531135344209921,15115,2255,6831327,103,Original tweet,https://t.co/Ya3bdfYuCx,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13.0,10.0,Stuart,False,False,False,True,2017,7,24
889278841981685760,25328,5480,6831118,103,Original tweet,https://t.co/qw5xRwBaIv,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,10.0,Oliver,False,False,False,False,2017,7,24
888917238123831296,29117,4536,6831327,103,Original tweet,https://t.co/chxruIOUJN,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10.0,Jim,False,False,False,False,2017,7,23
888804989199671297,25619,4383,6831327,103,Original tweet,https://t.co/L5cCoR2huQ,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10.0,Zeke,False,False,False,False,2017,7,22
888554962724278272,19937,3615,6831327,103,Original tweet,https://t.co/YnYAFCTTiK,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10.0,Ralphus,False,False,False,False,2017,7,22
888078434458587136,21780,3527,6831327,103,Original tweet,https://t.co/UibDBnVpvR,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10.0,Gerald,False,False,False,False,2017,7,20
887705289381826560,30220,5437,6831327,103,Original tweet,https://t.co/m7BR4JgDrZ,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,Jeffrey,False,False,False,False,2017,7,19
887517139158093824,46293,11759,6831327,103,Original tweet,https://t.co/20VrLAA8ba,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10.0,such,False,False,False,False,2017,7,19
887473957103951883,69214,18396,6831327,103,Original tweet,https://t.co/cLyzpcUcMX,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,Canela,False,False,False,False,2017,7,19
887343217045368832,33731,10495,6831118,103,Original tweet,https://t.co/WZqNqygEyV,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,None,False,False,False,False,2017,7,18
887101392804085760,30577,6006,6831327,103,Original tweet,https://t.co/UgW2xbO7Rg,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,None,False,False,False,False,2017,7,18
886983233522544640,35199,7833,6831327,103,Original tweet,https://t.co/I6oNy0CgiT,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,False,False,False,False,2017,7,17
886736880519319552,12086,3324,6831327,103,Original tweet,https://t.co/RipKYZ0T1u,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,False,False,False,False,2017,7,16
886680336477933568,22458,4508,6831327,103,Original tweet,https://t.co/BCoWue0abA,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,Derek,False,False,False,False,2017,7,16
886366144734445568,21158,3208,6831327,103,Original tweet,https://t.co/iIu3AF8IWH,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,False,False,True,False,2017,7,15
886267009285017600,116,4,6831327,103,Original tweet,n,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,12.0,10.0,None,False,False,False,False,2017,7,15
886258384151887873,28005,6344,6831327,103,Original tweet,https://t.co/xZDA9Qsq1O,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,False,False,False,False,2017,7,15
885984800019947520,32751,6866,6831327,103,Original tweet,https://t.co/lWeeGBBXmE,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,False,False,False,False,2017,7,14
885528943205470208,36056,6494,6831327,103,Original tweet,https://t.co/tp1kQ8i9JF,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,False,False,False,False,2017,7,13
885518971528720385,20450,3791,6831327,103,Original tweet,https://t.co/gzLHboL7Sk,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14.0,10.0,None,False,False,False,False,2017,7,13
885167619883638784,21977,4420,6831327,103,Original tweet,https://t.co/JMU4y341NB,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,None,False,False,False,False,2017,7,12
884925521741709313,77663,18609,6831327,103,Original tweet,https://t.co/MYJvdlNRVa,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,False,False,False,False,2017,7,12
884876753390489601,27971,5841,6831327,103,Original tweet,https://t.co/DbNzLkDIxh,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,False,False,False,False,2017,7,11
884562892145688576,24324,4917,6831327,103,Original tweet,https://t.co/1r4MFCbCX5,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,False,False,False,False,2017,7,11
884441805382717440,27026,5704,6831327,103,Original tweet,https://t.co/JkL9KmUt8X,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,None,False,False,False,False,2017,7,10
884247878851493888,73126,20627,6831327,103,Original tweet,https://t.co/uF3pQ8Wubj,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13.0,10.0,None,False,False,False,False,2017,7,10
884162670584377345,20407,3016,6831327,103,Original tweet,https://t.co/KcQj5mNR4m,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,True,False,False,False,2017,7,9
883838122936631299,21926,3478,6831327,103,Original tweet,https://t.co/zrf7IQnlHI,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,False,False,False,False,2017,7,9
883482846933004288,46019,10051,6831327,103,Original tweet,https://t.co/qjrljjt948,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10.0,Bella,False,False,False,False,2017,7,8
883360690899218434,22586,3716,6831327,103,Original tweet,https://t.co/vAdjP5ANuJ,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,False,True,False,False,2017,7,7
883117836046086144,37267,6738,6831327,103,Original tweet,https://t.co/Se5fZ9wp5E,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,None,False,False,False,False,2017,7,7
882992080364220416,23978,3960,6831327,103,Original tweet,https://t.co/tyER0KpdXj,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,False,False,False,False,2017,7,6
882762694511734784,28357,4974,6831327,103,Original tweet,https://t.co/D43I96SlVu,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,False,False,True,False,2017,7,6
882627270321602560,27925,6155,6831327,103,Original tweet,https://t.co/KoU1kxPBcn,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,False,False,False,False,2017,7,5
882268110199369728,45036,11719,6831327,103,Original tweet,https://t.co/fYP5RlutfA,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,False,False,False,False,2017,7,4
882045870035918850,29406,5039,6831327,103,Original tweet,https://t.co/cj0lK9TLUv,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,False,False,False,False,2017,7,4
881906580714921986,24334,3424,6831327,103,Original tweet,https://t.co/503CgWbhxQ,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,False,False,False,False,2017,7,3
881666595344535552,50631,10788,6831327,103,Original tweet,https://t.co/7CSWCl8I6s,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,False,False,False,False,2017,7,3
881633300179243008,128,7,6831327,103,Original tweet,s,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,17.0,10.0,None,False,False,False,False,2017,7,2
881536004380872706,49543,16152,6831327,103,Original tweet,https://t.co/w1FVZz0JFM,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10.0,a,False,False,True,False,2017,7,2
881268444196462592,23105,5202,6831327,103,Original tweet,https://t.co/J4Q5YjzLH0,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10.0,Elliot,False,False,False,False,2017,7,1
880935762899988482,17031,2805,6831327,103,Original tweet,https://t.co/D0wb1GlKAt,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10.0,Louis,False,False,False,False,2017,6,30
880872448815771648,21331,3857,6831327,103,Original tweet,https://t.co/1nxJLhk0Sd,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,None,False,False,False,False,2017,6,30
880465832366813184,28572,6354,6831327,103,Original tweet,https://t.co/4VsFysDmiw,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,False,False,False,False,2017,6,29
880221127280381952,27119,4278,6831327,103,Original tweet,https://t.co/fUod0tVmvK,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,False,False,False,False,2017,6,29
880095782870896641,27666,4405,6831327,103,Original tweet,https://t.co/yxYE3cWcCP,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,None,False,False,False,False,2017,6,28
879862464715927552,22343,3533,6831328,103,Original tweet,https://t.co/Qh5aEkRQm9,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,False,False,False,False,2017,6,28
879674319642796034,314,10,6831328,103,Original tweet,d,@RealKentMurphy 14/10 confirmed,14.0,10.0,None,False,False,False,False,2017,6,27
879492040517615616,23436,3219,6831328,103,Original tweet,https://t.co/IxM9IMKQq8,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,False,False,False,False,2017,6,27
879415818425184262,106074,44652,6831328,103,Original tweet,https://t.co/UDT7ZkcTgY,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,False,False,False,False,2017,6,26
879376492567855104,16788,3152,6831328,103,Original tweet,https://t.co/RqUrIisQta,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,False,False,False,False,2017,6,26
879050749262655488,22628,4768,6831328,103,Original tweet,https://t.co/ffTAMZt2n7,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10.0,Steven,False,False,False,False,2017,6,25
879008229531029506,18996,2724,6831328,103,Original tweet,https://t.co/YDtpCjIPKN,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,False,False,False,False,2017,6,25
878776093423087618,19409,4173,6831328,103,Original tweet,https://t.co/0Uxl9Gq7hN,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,False,False,False,True,2017,6,25
878604707211726852,30336,7325,6831328,103,Original tweet,https://t.co/9uABQXgjwa,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13.0,10.0,None,False,False,False,False,2017,6,24
878281511006478336,7769,1310,6831328,103,Original tweet,https://t.co/5HuiInQveF,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,False,False,False,False,2017,6,23
878057613040115712,42121,6922,6831328,103,Original tweet,https://t.co/cwtWnHMVpe,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,False,False,False,False,2017,6,23
877736472329191424,80145,19414,6831328,103,Original tweet,https://t.co/lsPyyAiF1r,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,False,False,False,False,2017,6,22
877556246731214848,22807,3873,6831328,103,Original tweet,https://t.co/rc53DmRHwK,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,False,False,False,False,2017,6,21
877316821321428993,27409,5243,6831328,103,Original tweet,https://t.co/tVXlmh3uX3,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,False,False,False,False,2017,6,21
877201837425926144,27205,5672,6831328,103,Original tweet,https://t.co/kVwm88J6Yr,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,False,False,False,False,2017,6,20
876838120628539392,20719,3409,6831328,103,Original tweet,https://t.co/zuDk9mBEMO,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,False,False,True,False,2017,6,19
876537666061221889,23490,4671,6831328,103,Original tweet,https://t.co/ghfhFSYrMm,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,14.0,10.0,None,False,False,False,False,2017,6,18
876484053909872640,18813,2434,6831328,103,Original tweet,https://t.co/ccBFQU5UWO,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,False,False,False,False,2017,6,18
876120275196170240,27998,4762,6831328,103,Original tweet,https://t.co/9NqZV4WwyX,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,False,False,False,False,2017,6,17
875747767867523072,25265,4356,6831328,103,Original tweet,https://t.co/XRwtpQiJ15,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,False,False,False,False,2017,6,16
875144289856114688,21981,4996,6831328,103,Original tweet,https://t.co/wK0pt8Cnck,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,False,False,False,False,2017,6,15
875097192612077568,27499,6133,6831328,103,Original tweet,https://t.co/PFp4MghzBW,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,13.0,10.0,None,False,False,False,False,2017,6,14
875021211251597312,25552,4787,6831328,103,Original tweet,https://t.co/brCQoqc8AW,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,None,False,False,False,False,2017,6,14
874680097055178752,27937,4714,6831328,103,Original tweet,https://t.co/lZhtizkURD,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,False,False,False,False,2017,6,13
874296783580663808,26142,4183,6831328,103,Original tweet,https://t.co/0YplNnSMEm,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10.0,Jed,False,False,True,False,2017,6,12
874057562936811520,22728,4021,6831328,103,Original tweet,https://t.co/0MXV9ZDhS5,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10.0,None,False,False,False,False,2017,6,12
874012996292530176,34834,10644,6831328,103,Original tweet,https://t.co/jonYjPNmYx,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10.0,Sebastian,False,False,False,True,2017,6,11
873580283840344065,24359,4018,6831328,103,Original tweet,https://t.co/jbitZ0V20S,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10.0,None,False,False,False,False,2017,6,10
873213775632977920,7297,1615,6831328,103,Original tweet,https://t.co/CWPYZJvjrI,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10.0,Sierra,False,False,True,False,2017,6,9
872967104147763200,27516,5505,6831328,103,Original tweet,https://t.co/8rpIJr9sAC,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,10.0,None,True,False,False,False,2017,6,9
872820683541237760,14796,3763,6831328,103,Original tweet,https://t.co/M15eX8HhsR,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10.0,None,False,False,False,False,2017,6,8
872620804844003328,20902,3781,6831328,103,Original tweet,https://t.co/lUcpnZDPz9,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10.0,Monkey,False,False,False,False,2017,6,8
872486979161796608,40932,9184,6831329,103,Original tweet,https://t.co/xFWhrdMuTh,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10.0,None,False,False,False,False,2017,6,7
872261713294495745,34446,6459,6831329,103,Original tweet,https://t.co/iZPEmIPLLY,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13.0,10.0,Harry,False,False,False,False,2017,6,7
872122724285648897,34675,8294,6831329,103,Original tweet,https://t.co/l4qou61pKu,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,10.0,Kody,False,False,False,False,2017,6,6
871879754684805121,38307,11473,6831329,103,Original tweet,https://t.co/vgvqHeVsE0,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,10.0,Lassie,False,False,False,False,2017,6,6
871762521631449091,20399,3553,6831329,103,Original tweet,https://t.co/NxsjNYcUBx,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,10.0,Rover,False,False,True,False,2017,6,5
871515927908634625,20373,3529,6831329,103,Original tweet,https://t.co/1HZLp9TE6u,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12.0,10.0,Napolean,True,False,False,False,2017,6,4
871102520638267392,21075,5610,6831329,103,Original tweet,https://t.co/AbBLh2FZCH,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,14.0,10.0,None,True,False,False,False,2017,6,3
871032628920680449,22846,3891,6831329,103,Original tweet,https://t.co/ESmXMT4AxF,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13.0,10.0,Boomer,False,False,False,False,2017,6,3
870804317367881728,33938,6369,6831329,103,Original tweet,https://t.co/oZ7H2eO79W,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,11.0,10.0,None,False,False,False,False,2017,6,3
870726314365509632,120,3,6831329,103,Original tweet,s,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,10.0,10.0,None,False,False,False,False,2017,6,2
870656317836468226,12552,2714,6831329,103,Original tweet,https://t.co/EHTUbra0oP,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13.0,10.0,Cody,False,False,False,False,2017,6,2
870374049280663552,83476,26902,6831329,103,Original tweet,https://t.co/6SWu4xkvDk,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13.0,10.0,Zoey,False,False,False,False,2017,6,1
870308999962521604,22029,4261,6831329,103,Original tweet,https://t.co/LR0TT56LvT,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13.0,10.0,Rumble,False,False,False,False,2017,6,1
